date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:01:24	13728/13728	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20May%202018%2014:01:20%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/LedSwitchGPIO.jpg?echelle=0.1	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/LedSwitchGPIO38cf.jpg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N101E7)
16:01:25	2298/2298	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Dec%202017%2009:15:35%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.svg?part=ID_PubliTool_N1004C&id=ID_PubliTool_N1004C	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexd968.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1002A)
16:01:26	2298/2298	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Dec%202017%2009:15:35%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.svg?part=ID_PubliTool_N100A6&id=ID_PubliTool_N100A6	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index3eba.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1002A)
16:01:26	101433/101433	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2031%20May%202018%2014:01:26%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/PlanMemoireRamDisk.svg?echelle=0.8	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/PlanMemoireRamDisk23f0.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N100FD)
16:01:28	26322/26322	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2031%20May%202018%2014:01:27%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/MachineEtat.svg?echelle=1.0	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/MachineEtat9f8e.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1012B)
16:01:29	35750/35750	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Oct%202017%2007:54:02%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/arch/ual2a/UAL16bMD.svg	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/arch/ual2a/UAL16bMD.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html?part=sauvegardeRegistres)
16:01:31	189639/189639	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Oct%202017%2007:53:51%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/sauvegardeRegistres1.svg	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/sauvegardeRegistres1.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html?part=sauvegardeRegistres)
16:01:32	187890/187890	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Oct%202017%2007:53:51%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/sauvegardeRegistres2.svg	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/sauvegardeRegistres2.svg	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html?part=sauvegardeRegistres)
16:02:26	322512/322512	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Oct%202017%2007:54:03%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/ImageCoeur.png	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/ImageCoeur.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/Exercice3.html)
16:02:29	3631/3631	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jan%202018%2013:18:51%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/tutoriel_assembleur/index.html?part=ID_PubliTool_N10045	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/tutoriel_assembleur/indexd3c0.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/tutoriel_assembleur/index.html)
16:02:30	3418/3418	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jan%202018%2013:19:05%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/tutoriel_assembleur/index.html?part=ID_PubliTool_N10066	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/tutoriel_assembleur/indexcc65.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/tutoriel_assembleur/index.html)
16:02:44	514616/514616	---M--	200	added ('OK')	image/png	date:Thu,%2031%20May%202018%2014:01:07%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/CarteNexys3AvecCommentaires.png?echelle=0.19	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/CarteNexys3AvecCommentaires1a26.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N106A0)
16:04:49	2028473/2028473	---M--	200	added ('OK')	application/pdf	date:Mon,%2002%20Oct%202017%2007:52:38%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/128mb_burst_cr1_5_p26z.pdf	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/128mb_burst_cr1_5_p26z.pdf	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1002A)
16:08:59	8277141/8277141	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Oct%202017%2007:54:03%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/CarteNexys3AvecCommentaires.png	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/doc/CarteNexys3AvecCommentaires.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N106A0)
16:08:59	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20May%202018%2014:09:00%20GMT	http://srv-gei.insa-toulouse.fr/home/castan/WWW/Enseignements/SFO/IMACS-3/Documents/sujet/PlanMemoireNVIC.png	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/home/castan/WWW/Enseignements/SFO/IMACS-3/Documents/sujet/PlanMemoireNVIC.5d.delayed	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/PlanMemoireGPIO.svg)
16:09:00	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20May%202018%2014:09:00%20GMT	http://srv-gei.insa-toulouse.fr/home/castan/PubliTool/webapps/ROOT/Enseignements/SFO/IMACS-3/Documents/sujet/PlanMemoireNVIC.png	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/home/castan/PubliTool/webapps/ROOT/Enseignements/SFO/IMACS-3/Documents/sujet/PlanMemoireNVIC.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/PlanMemoireGPIO.svg)
16:09:00	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20May%202018%2014:09:00%20GMT	http://srv-gei.insa-toulouse.fr/home/castan/PubliTool/webapps/ROOT/Enseignements/SFO/IMACS-3/Documents/sujet/PlanMemoireGPIO.png	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/home/castan/PubliTool/webapps/ROOT/Enseignements/SFO/IMACS-3/Documents/sujet/PlanMemoireGPIO.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/PlanMemoireGPIO.svg)
